Text,Date,Cheerfullness,Negativity,Anger,Analytical,Confident,Tentative,Openness,Conscientiousness,Agreeableness,Sent. Type,Sent. Score
TJB  Working in Blueworks Live. Love how Clay Richardson tweets show up in public stream. Didn't expect twitter integration. #BWLive,12/18/10 20:40,0.035357143,0,0,0.011785714,0,0,-0.104,-0.031,0.088,-0.0531579,negative
Yes We Can!  Scott Francis interested to see if IBM keeps it up: IBM Keeps Updates Coming to Blueworks Live  #bwlive,12/20/10 22:56,0.0132,0,0,0.0132,0,0,-0.12047619,-0.021428571,0.078095238,0.63238,positive
David Brakoniecki Blueworks:  Admiration for the Minimum Viable Product   #37signals #bpm #bwlive IBM #lean,12/21/10 4:22,0.036666667,0,0,0.018333333,0,0,-0.007142857,1.73E-18,0.015,0.793756,positive
"RIP BIlly... an early influence as a player & jazz radio DJ.  Billy Taylor, Jazz Pianist Dies at 89 -",12/30/10 16:16,0,0,0,0.012692308,0,0,-0.009444444,-0.022777778,0.037777778,-0.461466,negative
"Gold Coast Cinema Subjects Hangover to 3D Grid  Kate Gilbert ""Do they serve Advil here?"" - Jessica Gilbert PS Tron was epic.",12/31/10 0:58,0,0,0,0,0,0,-0.034761905,0,0.048095238,-0.514848,negative
"At BPM sales kickoff w/ largest, best BPM sales team on the planet...hard to believe 1yr ago my entire company was smaller than this IBMbpm",1/18/11 20:42,0.022,0,0,0.022,0,0,-0.066538462,0.011538462,0.072692308,0.357645,positive
"Money quote: ""#ACM not a new paradigm but a new #BPM feature that will expand its applicability significantly.""",1/22/11 15:01,0,0,0,0,0,0,-0.032777778,-0.020555556,0.013333333,0.418916,positive
"Flying Saucer, Ft. Worth. Waiting for Randy Newman at 7.  Great Sunday...",1/23/11 23:01,0,0,0,0,0,0.01375,-0.0225,-0.001666667,0.021666667,0.68136,positive
Hmm. Rather different from the Roger Waters stage...,1/24/11 0:39,0,0,0,0.018333333,0,0.018333333,-0.085714286,-0.034285714,0.076428571,0,neutral
Can you imagine what the runner up idea must have been?  Craig Moser Microsoft's To The Cloud commercials just don't make sense.,1/24/11 0:45,0,0,0,0,0,0,-0.081818182,-0.020454545,0.045909091,-0.395655,negative
Craig Moser It's Not About Content; It's All About Communication...   via,1/24/11 0:47,0,0,0,0,0.066666667,0,-0.060909091,-0.024545455,0.031818182,-0.310486,negative
"Art, environment & creation.  My conversation with Alabama artist Lonnie Holley (22 minute video)",1/24/11 21:15,0,0,0,0,0,0,-0.068461538,0.006923077,0.067692308,0.673636,positive
"Ooh, snap! ""Oracle delivers the future while IBM delivers the past."" I'm scared. Memo to Larry: Hire Don Draper.",1/25/11 3:00,0,0.021290323,0,0,0,0,-0.080526316,0.014210526,0.041052632,-0.00777744,negative
Picture from an Armonk jail. Maybe planes will be flying today...,1/27/11 13:13,0,0,0,0,0,0.017368421,-0.020909091,0.007272727,0.023636364,-0.618014,negative
Tough day for American. Here's a look at the re-booking line at AUS  vs the security line,2/1/11 13:55,0.025384615,0,0,0,0,0,-0.030909091,0.027727273,0.072727273,0,neutral
Wrong. Opening scene of Night Shift. Duh.  Dave Marquard The opening of Desperado: perhaps the greatest 8 minutes in cinema history.,2/6/11 23:04,0,0.008918919,0,0,0,0.008918919,0.007619048,0.008095238,0.023809524,0.411027,positive
"Thought the Decl. of Independence thing would be cheesy, but found myself choked up instead. Wait, sorry, that was a Go Daddy ad that got me",2/6/11 23:13,0,0.009705882,0,0.058235294,0,0.009705882,-0.123076923,-0.050769231,0.060769231,-0.732413,negative
"actually that was Sam Palmisano  Keith Swenson Phil Gilbert   Hey Phil, Lombardi was on the coin that was tossed.  Your doing???",2/7/11 13:19,0.020625,0,0,0.0103125,0,0.0103125,-0.020416667,-0.006666667,0.034166667,0,neutral
My city can kick your city's ass in music.  8 o'clock set at The Saxon.  Bruce Hughes & Scrappy Jud Newcomb.,2/9/11 3:26,0,0,0,0,0,0,-0.072,-0.0085,0.073,-0.285238,negative
My band taught Bonneau everything he knows.  Scott Francis Phil Gilbert hey have you seen bonneau's band yet?,2/9/11 3:28,0,0,0,0,0,0,0.029444444,0.004444444,0.007777778,0,neutral
"Oh, wait, you mean Scott Bonneau?  I meant Bono.  my bad.   Scott Francis Phil Gilbert hey have you seen bonneau's band yet?",2/9/11 3:30,0,0.008684211,0,0.008684211,0,0.008684211,-0.168181818,-0.027727273,0.075454545,-0.709376,negative
Jessica Gilbert re $5 sub: did you not watch the super bowl????,2/10/11 21:56,0,0,0,0,0,0,-0.096666667,-0.001666667,0.085,-0.223999,negative
"Today: disc w/ 2 long-time custs; transformative power of #BPM, saving jobs in the mortgage industry, and impacting American manufacturing!",2/10/11 22:06,0,0,0,0,0,0,0.015,0.016,0.0185,0.769263,positive
Christmas in February! A surprise shipment from Stumptown!!!,2/12/11 2:20,0.020625,0,0,0,0,0,0.02,0.0225,0.06,0.596302,positive
Cultural Rebellion & Armies of Tolerance.  My new blog post.   #BPM #bwlive,2/12/11 17:59,0,0.014347826,0.090909091,0,0,0,-0.066363636,-0.025454545,-0.006363636,0.111664,positive
"Valentine's Day at Bass Concert Hall. Ft. Worth, Texas. Angel in sunlight, with moon.",2/15/11 0:07,0,0,0,0,0,0,0.024285714,-0.001428571,0.042857143,0.677312,positive
T-6 minutes to Boz Scaggs...,2/15/11 1:26,0,0,0,0,0,0,-0.01,0.018,0.024,-0.251885,negative
Jason beeber   Jessica Gilbert What is a Justin Bieber?,2/16/11 2:40,0,0,0,0,0,0,-0.005555556,-0.002222222,0,-0.208285,negative
Blue Note NYC with my daughters.  Lucky man.,2/19/11 5:36,0.020625,0,0,0,0,0.020625,-0.13625,-0.0275,0.125,0.378531,positive
"Based on the show I just saw, this sign could not be more accurate. #bluenotenyc",2/19/11 6:08,0,0,0,0,0,0,-0.098666667,-0.042666667,0.071333333,0.260771,positive
Spidey time!,2/20/11 2:40,0,0,0,0,0,0,-0.11,0.045,0.06,0.2704,positive
"Allen Toussaint at Joe's Pub NYC sold out. Happy for him.  Sad for us. He's got 3 more Sundays there... If you can make it, then you should!",2/20/11 15:34,0.01375,0.01375,0,0.01375,0,0,-0.171428571,-0.0325,0.116071429,-0.0766253,negative
What do Bleeker Street Records and Lyndon Johnson have in common?,2/20/11 15:59,0.04125,0,0,0,0,0,-0.103,0.0205,0.0685,0,neutral
Take my wife to Del Posto and she is most impressed by the Bugles and Corn Nuts in the bar.,2/21/11 2:27,0.0275,0,0,0,0,0,-0.0585,0.017,0.1,-0.346107,negative
Kids: I love you. But don't ever keep me out past midnight three nights in a row ever again.-Dad,2/21/11 11:39,0.0825,0,0,0,0,0,-0.196,-0.0245,0.131,0.0321374,positive
"Ditto!  Kate Gilbert So proud of Phil Gilbert, Jr.  SPIDER-MAN ON BWAY is phenomenal: sets & projections are breathtaking",2/21/11 11:43,0.03,0,0,0,0,0,-0.033333333,0.013888889,0.043333333,0.560241,positive
"#presidentsday Yes!  Craig Moser with this head cold, I could really use a holiday tomorrow. sigh.",2/21/11 11:46,0,0,0,0,0,0,-0.0475,-0.009375,0.053125,-0.225181,negative
Red buds poked through today! Spring is sprung at Squirrel Highways.,2/25/11 16:57,0,0,0,0,0,0,-0.09,0.024545455,0.068181818,-0.447214,negative
Stuck on airport tram Pittsburgh.  Great beginning to the week.,2/28/11 4:12,0,0,0,0,0,0,-0.032,0.036,0.061,0.00853491,positive
Finally off tram and find out I missed Lady Gaga stayed at my hotel last night. Where's Dwight Schrute to do a room check when you need him?,2/28/11 4:27,0,0.018333333,0,0.0275,0,0,-0.153928571,-0.025714286,0.096428571,-0.811315,negative
A picture from Pittsburgh for you ACM vs BPM hairsplitters.,2/28/11 13:47,0.020625,0,0,0.0103125,0,0.0103125,-0.020416667,-0.006666667,0.034166667,0,neutral
IntelliPasadena thanks for the turn!  does not suck. Touring Brazil & Peru on a rainy day in the 'Burgh.,2/28/11 14:11,0,0,0,0,0,0,-0.022727273,0,0.040909091,0,neutral
tyler wells Kara Wilson introduction.  Coffee fanatics unite!,2/28/11 14:18,0,0,0,0,0,0,0,0,0,0.364115,positive
"They copy everything Lombardi. First Nonemacher, now this.,,  Craig Moser Google Science Fair",3/1/11 1:48,0,0,0,0,0,0,-0.09,0.017692308,0.091538462,0.354244,positive
Prepping for week of  #BPM speechifying. Stats on mainframe use are insane.  Who knew? Posting thoughts on Tuesday... Naples FL here I come.,3/6/11 21:46,0,0,0,0.016923077,0,0,-0.07826087,0.006086957,0.066956522,-0.0562504,negative
Scott Francis good question.  I'm not sure what the plans are for that.  I'll check.,3/6/11 21:52,0.023571429,0,0,0.023571429,0,0,-0.148,-0.037333333,0.050666667,-0.0657482,negative
How'd that work out for you?  Jessica Gilbert Just saw a pay phone. Last I used 1 was '99 to remind my parents to pick me up from middle schl,3/7/11 15:31,0,0,0,0.023571429,0,0.007857143,-0.112666667,-0.007333333,0.087333333,-0.41072,negative
"Pet peeve: people who _act_ as if they haven't flown since 9/11, but you know they have.",3/7/11 16:17,0,0,0,0,0,0,-0.017647059,0.003529412,0.031764706,0,neutral
This is not at all what I imagined mainframe conferences to be like,3/8/11 16:39,0,0,0,0,0,0,-0.104615385,-0.039230769,0.061538462,-0.231817,negative
"Yeah baby! Say hi to my man Jon Langford!  John Hodgman I don't want you to get too excited, but the Waco Bros are coming to the Bell House",3/10/11 0:27,0,0,0,0,0,0,-0.123448276,-0.040689655,0.06862069,0.517988,positive
"Um, OK, we are waiting with bated breath...  Jessica Gilbert I need to stop tweeting @ my dad. Stay tuned 4 tweets @ people not in my family",3/10/11 0:38,0.015714286,0,0,0,0,0.031428571,-0.187692308,-0.028846154,0.126153846,-0.581267,negative
"Chef Bonnie Mack doesn't lie. ""Best meal on Beale"". Memphis doesn't rock, it rolls. #BPM in River City is alive and swell...",3/10/11 1:09,0.033,0,0,0,0,0,-0.058181818,-0.005909091,0.045909091,0.00373797,positive
Bicycle crash today.  I'm now #1 believer in helmets... Saved some brain material.  Thanks #livestrong helmet!,3/13/11 22:09,0.011785714,0,0,0,0,0.011785714,-0.111875,0.005,0.076875,0.784379,positive
"Context matters. Primary Colors, by Anonymous is cowardice.  Common Sense, by ""an Englishman"" was not...  Scott Francis   #sxswi #SXSWmoot",3/14/11 0:03,0,0,0,0,0,0,-0.009473684,-0.009473684,0.010526316,-0.325269,negative
Or stated differently Scott Francis  anonymity is OK when death or violent-retribution is on the line... Otherwise I'm with Zuckerberg...,3/14/11 0:11,0.01375,0.01375,0.05,0.0275,0,0.0275,-0.061,-0.0415,0.0215,-0.270403,negative
My question: what is the motivation 4 anonymity? Why is a person afraid of discovery? Transparency is a hallmark 4 improvement,3/14/11 0:24,0.02,0.02,0,0.03,0,0,-0.081428571,-0.02047619,0.035238095,-0.700005,negative
From Deep in the Heart of London...,3/15/11 20:53,0.0165,0,0,0,0,0.0165,-0.105,-0.01,0.085833333,0,neutral
"Life at The Savoy, London. So this is the bar a $30M makeover gets you...",3/16/11 22:12,0,0,0,0,0,0,-0.019333333,0.018,0.044,-0.480114,negative
"Craig Moser It looks like it builds the ""newspaper"" from links shared by your contacts. Do I have that right?   Very interesting.",3/18/11 22:29,0.038823529,0,0,0.009705882,0.029411765,0.009705882,-0.163636364,-0.022727273,0.097272727,0.47429,positive
"This is a normal lunch in Llano, Texas...",3/25/11 18:16,0,0,0,0,0,0,0.02375,0.01125,0.05625,0.258495,positive
"An unintentional explanation of the move to less technical ""developers""... Java/SQL people, you're part of the trend...",4/3/11 19:40,0,0,0,0,0,0,-0.02,0.002222222,0.036666667,-0.812889,negative
In re 4/7/11...  Steve Martin Not all tweets can be gems. Please explain to trusting wife who will receive a tweet for her anniversary,4/3/11 19:41,0.019411765,0,0,0.009705882,0.029411765,0,-0.050384615,-0.005,0.069615385,0.723832,positive
"BPM, CICS/IMS colocation & newly enabled COBOLers... Tomorrow! Today enjoying Nice, FR from my Hotel Negresco rm",4/4/11 14:48,0.0396,0,0,0,0,0,-0.096470588,0.010588235,0.054705882,0.80716,positive
"Hotel Negresco bar-Nice,FR. Seriously, there's no reason to make a jazzy, slow version of Phil Collins' ""In The Air Tonight."" #oncewasenough",4/5/11 18:45,0,0,0,0,0,0,-0.006363636,-0.026363636,0.019545455,-0.62088,negative
From Nice to Sophia Antipolis today to meet w/ ILOG engineering team. Bus. Rules & Decision Mgt key to unleashing business's cultural shift.,4/6/11 4:38,0.009705882,0,0,0,0,0,-0.032727273,0.004090909,0.032272727,0.62956,positive
All apps s/b consumer apps... The renaissance of work leads to a new capitalism...  Craig Moser The Future Of Work Is Play,4/7/11 21:14,0.010645161,0,0,0,0.032258065,0,-0.023913043,0.027391304,0.024782609,0.0346239,positive
"Yep, and thanks.  See you there!",4/8/11 22:32,0.023571429,0,0,0.047142857,0,0,-0.225,-0.076666667,0.166666667,0.675369,positive
"It begins... 8,000 strong... The biggest BPM conference on the planet... IBMimpact",4/11/11 15:17,0.031428571,0,0,0,0,0,-0.063076923,0.04,0.093076923,-0.124725,negative
"""medicine cannot move forward without partnering with [technologists]""- Dr. Jeffrey Burns IBMimpact IT & business can no longer be silo'd",4/11/11 16:11,0,0,0,0,0,0,-0.056842105,-0.041578947,0.035263158,-0.546264,negative
"""Culture eats strategy for lunch"". John Heller, Carerpillar.",4/11/11 16:54,0,0,0,0,0,0,-0.0725,-0.0125,0.0225,0.293578,positive
"""Culture eats strategy for lunch"". John Heller, Carerpillar. IBMimpact",4/11/11 16:55,0,0,0,0,0,0,-0.064444444,-0.011111111,0.02,0.293578,positive
Seriously?  Asparagus?  After last night?   IBMimpact,4/13/11 16:00,0,0.015,0,0,0,0,-0.101666667,0.015,0.035,-0.392548,negative
"NAB vs Impact.  More black, less blue. Speaking at #nabshow (while also at IBMimpact)",4/13/11 16:33,0,0,0,0,0,0,-0.007142857,-0.009285714,0.030714286,0.321991,positive
"Hmm, guess it's a part of BPMN people actually use, then...  Sandy Kemsley Bruce Silver BPMN iteration: ""this is so simple, even #bwlive has it""",4/21/11 20:09,0,0,0,0,0,0.022758621,-0.0476,-0.0056,0.026,0.537793,positive
Its not the music you should blame...  Scott Francis Sandy Kemsley  or maybe we should blame the influence of all that dylan music...,4/21/11 20:10,0,0,0.086956522,0,0,0,-0.11,-0.099130435,0.043478261,-0.569053,negative
"Next thing you know, #bwlive will be borrowing the car... :-)  Bruce Silver  Sandy Kemsley [...] And Phil, never too late for BWL to grow up ;-)",4/21/11 23:56,0,0,0,0,0,0,-0.040833333,0.002916667,0.052916667,0.151139,positive
"Bumps into Baltimore for #bpm11.  Hope my speech is smoother than my flight.  So does the audience, I guess.",4/27/11 1:01,0.021290323,0,0,0.010645161,0,0.021290323,-0.113157895,-0.018421053,0.056842105,-0.350851,negative
Big group at Steiner Steakhouse this morning.,5/1/11 13:27,0,0,0,0,0,0,-0.027142857,0.012857143,0.084285714,0.367573,positive
The Big Payoff.,5/1/11 16:12,0,0,0,0,0,0,0.03,0.03,0.053333333,-0.731877,negative
I'm not a fan of the homogenous t-shirt craze for NBA home crowds. Regardless... go #okcthunder !,5/1/11 17:32,0,0,0,0,0,0,-0.06125,-0.010625,0.0325,-0.570213,negative
"Too bad you're stuck inside, packing  Jessica Gilbert Now THAT is what I'm talking about, San Fran. Can I get a HELL YES!",5/1/11 17:59,0,0.021290323,0,0.010645161,0,0,-0.146086957,-0.039130435,0.047391304,-0.623802,negative
Madrid... A beautiful Sunday despite having no hotel room. Not a bad day to live on the streets...,5/8/11 13:11,0,0.018333333,0,0,0,0,-0.072777778,0.001111111,0.067777778,-0.603404,negative
45 minute catnap on park bench. Harry Belafonte comforts a weary traveler every time!  #homelessinmadrid #IntercontinentalHotelFail,5/8/11 14:26,0.011785714,0,0,0,0,0,-0.061875,0.0225,0.07,0.0933307,positive
Road trip ATX --> LA. Leg #1: Austin to Marfa. Tonight's accommodations? A yurt & a teepee.,5/18/11 21:57,0,0,0,0,0,0,0.026666667,0.012,0.019333333,0.433029,positive
Shout out to our hosts tonight,5/18/11 22:01,0,0,0,0.033,0,0,-0.128333333,-0.011666667,0.155,0.523517,positive
What well-heeled Marfans wear... #pradamarfa,5/19/11 20:55,0,0,0,0,0,0,-0.05,-0.022,0,0.424628,positive
"My take on #BPM. It's about the business, therefore it's about culture... Therefore, it's about how a product works.",5/20/11 16:17,0,0,0,0.048888889,0,0,-0.092105263,-0.019473684,0.025789474,0.380057,positive
Time out of mind. Bordeaux w/ Popes & Favarons. Should be a good week (if we get there). Hope Greg has some Gracia breathing... #CDGBlues,6/5/11 10:48,0.02475,0,0,0.0165,0,0.0165,-0.106666667,-0.038333333,0.079166667,0.447919,positive
"Listening to Van at Opera House Belfast in 1983. ""In The Garden"" would have been a great part of the show. But it hadn't been written yet.",6/12/11 0:59,0,0,0,0,0,0,-0.047407407,-0.035925926,0.071111111,0.538599,positive
"Which leads me to a conclusion: software ain't Art. With art you don't have a ""roadmap"".",6/12/11 1:01,0,0,0,0,0,0,-0.05375,0.0025,0.0475,-0.216311,negative
"We pretend we're artists, but we're only business-people after all. #andthereyouhaveitdotcom",6/12/11 1:05,0,0,0,0.017368421,0.052631579,0,-0.265454545,-0.037272727,0.188181818,-0.23434,negative
Craig Moser you've got to rent/stream Okie Noodlin',6/12/11 1:06,0,0,0,0,0,0,-0.031875,0.009375,0.05625,0,neutral
"Craig Moser from now on, they'll think twice before sticking their hands in to clean pool skimmers...",6/12/11 21:50,0,0,0,0,0,0,-0.019444444,-0.003333333,0.042222222,0,neutral
"Ditto  Phil Gilbert, Jr. Tuesday Tunes: In honor of The Big Man | Jungleland (Sax Solo) |  | Get well Clarence!",6/14/11 15:20,0.015,0,0,0,0,0,-0.018888889,0.011111111,0.042777778,0.573149,positive
Really? Was damn hot when I was there.   Independent UK lists us as 1 of 6 coolest places to camp in US.,6/18/11 20:05,0,0.011,0.045454545,0.011,0,0,-0.107727273,-0.026363636,0.088181818,-0.0518414,negative
"Ditto. If there's a Heaven, Clarence belongs.  Phil Gilbert, Jr. Rest In Peace Big Man",6/19/11 3:33,0.050769231,0,0,0,0,0.025384615,-0.07,-0.008148148,0.061851852,0,neutral
"""We fell in love, and that's still there."" - Clarence Clemons. A lesson for us all.",6/19/11 3:44,0.024444444,0,0,0.024444444,0.037037037,0,-0.113333333,-0.022,0.154,0.0869333,positive
"My motto: attack, attack, attack.  Scott Francis imagine my surprise seeing this ""gilbert"" guy in green jersey in #tdf",7/12/11 15:52,0.012222222,0,0,0.012222222,0,0,-0.060526316,-0.017368421,0.069473684,-0.056766,negative
"Hear hear!  Laurence Hart . Actually, I despise the term social #ECM as much as social #BPM.",7/17/11 21:12,0,0.011785714,0.0625,0,0,0,-0.07,-0.045,0.004375,-0.0078353,negative
Coming soon to a great local coffee shop near you. Check this out to see the 1st places serving HCR coffee.,7/30/11 21:24,0,0,0,0.022758621,0,0,-0.027142857,-0.004761905,0.054761905,0.62037,positive
"Congrats, Brant... & yeah the Retul yesterday worked wonders!  mellowjohnnys Heard Brant Speed of Pedal Hard took the State TT Title today!",7/30/11 21:33,0.011,0,0,0,0.033333333,0.022,-0.103181818,-0.005454545,0.13,0,neutral
% of federal revenues paid by corporations & individuals 1950-2008.,7/31/11 23:05,0,0,0,0,0,0,-0.074615385,0,0.076153846,0,neutral
"The best thing about following HCR is that I now know what (where) #SGF is.  I mean, seriously, who knew? #hashtagsrule",8/2/11 2:04,0.022758621,0.01137931,0,0.034137931,0,0,-0.13047619,-0.009047619,0.057619048,-0.0614841,negative
"You had me at ""Drunken Ben Bernanke""...",8/4/11 2:20,0,0,0,0,0,0,-0.222857143,0,0.124285714,-0.75898,negative
"Maybe not, but IE6 itself is...",8/4/11 19:40,0,0,0,0,0,0,-0.083333333,-0.111666667,0,-0.3676,negative
Into coffee? Don't miss world barista champ Handsome Mike Philips  at Frank : Austin Sat 6PM,8/5/11 2:52,0,0,0,0,0,0,-0.036666667,-0.021333333,0.020666667,0.246283,positive
Bummer... (HTC) Highroad shutting down.,8/5/11 17:40,0,0,0,0,0,0,-0.062,0.018,0.108,-0.834698,negative
HCR Indeed... feel bad for Stapleton and The Boys.  A great legacy they leave behind...,8/5/11 17:45,0,0.014347826,0,0,0.043478261,0,-0.046666667,-0.027333333,0.043333333,-0.068936,negative
The Texas Miracle. Just 10 years ago Creedmoor only had 210 people,8/6/11 14:42,0,0,0,0,0,0.0165,-0.079166667,0.004166667,0.065833333,0.335213,positive
"Clearly Warren forgets S&P's moral compass, foresight & credibility. Warren Buffett: ""I don't get it. In Omaha, the U.S. is still  AAA.""",8/6/11 21:39,0,0,0,0,0.04,0,-0.039130435,-0.007826087,0.020869565,-0.0221919,negative
Latte Throwdown at Frank-Austin w/ HCR .. It's chock full o' people!,8/7/11 0:03,0,0,0,0,0,0,-0.039090909,-0.010909091,0.021818182,0.730882,positive
"Airplane banner to S&P: ""Thanks for the downgrade, you should all be fired.""",8/9/11 20:13,0,0,0.066666667,0,0,0,-0.065333333,-0.056,0.024666667,0,neutral
"So, um, do you think Design matters?  ""Apple passes Exxon to become the most valuable company in the world""",8/9/11 20:40,0.012222222,0,0,0.012222222,0,0,-0.036315789,-0.002105263,0.039473684,0.322943,positive
"Word.   Jessica Gilbert If I can't tell if you're wearing a dress or a shirt, you should probably put some pants on.",8/11/11 2:13,0,0,0,0,0,0,-0.122727273,-0.059090909,0.062272727,-0.462677,negative
Spitballing in the midrange w/ Blueworks Live. DO NOT ERASE!  #bwlive,8/11/11 21:33,0,0,0,0,0,0,-0.030909091,-0.007272727,0.047272727,-0.0945452,negative
Apparently serving HCR to the Yanks...   It's this crazy... #iamseriouslyinthedugout,8/13/11 3:03,0,0.023571429,0,0,0,0,-0.001,-0.009,0.014,-0.567528,negative
Naive? You bet. But I'm in. No Federal US political contributions through 2012.,8/13/11 17:46,0,0,0,0.01137931,0,0.01137931,-0.185384615,-0.051538462,0.108461538,-0.468899,negative
In NYC & into coffee? Don't miss barista champ  doing events at RBC NYC on Mon & Tues,8/13/11 17:59,0,0.021290323,0,0,0,0,-0.080526316,0.014210526,0.041052632,0,neutral
"Counterstrike, new book by my friend Thom Shanker of the NYTimes; a must read if interested in modern war strategy.",8/15/11 21:08,0,0,0,0,0.041666667,0,0.04,-0.0025,0,0,neutral
"Also, for DC and SF followers, see the authors live at local bookstores.",8/15/11 21:09,0,0,0,0.019411765,0,0,-0.01,-0.009230769,0.060769231,0.383919,positive
I think our Boot Campers would say Old Age...  Matthew Oatts Found this in my CD collection. What genre is it? New age :-)?,8/15/11 22:09,0,0,0,0.028285714,0,0,-0.176521739,-0.028695652,0.101304348,0.345545,positive
"Great talk w/ Eric Schmitt/Thom Shanker on NPR Fresh Air. ""Just because Donald Rumsfeld said it doesn't make it wrong.""",8/16/11 22:42,0,0,0,0,0,0,-0.102380952,-0.049047619,0.028095238,0.0736229,positive
"""I dare you to go to Paris and find a YMCA!""",8/17/11 2:40,0,0,0,0.022,0,0,-0.104545455,-0.001818182,0.081818182,0.347636,positive
"109 here in Wichita Falls. Yes, it's Hotter 'n Hell. Racing tomorrow in this...",8/26/11 21:39,0,0.012692308,0,0,0,0,-0.016428571,-0.022857143,0.061428571,-0.700313,negative
21 minutes to go... Helicopters approaching... #HHH,8/27/11 11:40,0,0,0,0,0,0,-0.072857143,0.012857143,0.052857143,-0.310171,negative
USAF flyover. Check.  Here we go... #HHH,8/27/11 12:03,0,0,0,0,0,0,-0.165714286,0,0.145714286,0.339327,positive
"2 notable people in NYTimes obits today. #1: Stetson Kennedy, Who Infiltrated & Exposed the Klan, Dies at 94",8/30/11 12:17,0,0,0,0,0,0,-0.019444444,-0.003333333,0.042222222,-0.385195,negative
"Was the last living link to Robert Johnson. NYTimes: David Honeyboy Edwards, Delta Bluesman, Dies at 96",8/30/11 12:19,0,0,0,0,0,0,-0.017647059,0.003529412,0.031764706,-0.233836,negative
"Now these are some worthwhile pledges. Democrats & Republicans:  Withhold your money, get their attention.",9/2/11 17:07,0.015,0,0,0,0,0.03,-0.142857143,-0.008571429,0.069285714,-0.0296235,negative
Downtown LA w/ the HCR boys (and girl!) last night. Makes 4am wakeup call sting. Too bad JW Marriott doesn't serve Handsome!,9/10/11 12:57,0,0,0,0,0,0,-0.084545455,-0.024545455,0.058636364,-0.776259,negative
"Authentic. Awesome.   Really, I'm being genuine here.",9/10/11 13:23,0.017368421,0,0,0,0,0,-0.141428571,0,0.101428571,0.795822,positive
"I guess QED.com was taken...  Phil Gilbert, Jr. Shared: ifttt â€” If This Then That",9/14/11 21:01,0.017368421,0,0,0.017368421,0,0.017368421,-0.117333333,-0.027333333,0.073333333,-0.375084,negative
"2 new jobs, America! ""The Handsome Miracle""  HCR We're growing by 2... welcome David & Tiffany! See 'em:",9/15/11 3:11,0.022758621,0,0,0.01137931,0,0,-0.122352941,-0.008235294,0.092352941,0.581451,positive
"The Texas Miracle: unemployment 8.5%, doubled from 2000 when Perry took office",9/16/11 18:41,0,0,0,0,0,0,-0.036153846,0.013846154,0.053076923,-0.355253,negative
"Getting my fill of Heathrow this week.  London press conference last night, Edinburgh today. #BPM alive and well in Great Britain.",9/21/11 8:57,0,0,0,0,0,0,-0.044285714,0.017142857,0.057619048,0.298974,positive
I'm drinking Chardonnay in Edinburgh??? It ain't right. #thenItShallBeLaphroaigInNapa,9/21/11 15:44,0,0,0,0,0,0,-0.111111111,-0.011111111,0.063333333,-0.00677976,negative
"Aren't they all?  Phil Gilbert, Jr. Inmate Escapes St. Louis Jail Using Makeshift Nunchucks",9/21/11 15:45,0,0,0,0,0,0,-0.055714286,-0.019285714,0.027857143,-0.51865,negative
Rupert Goodwins returned straight back 2 airprt; then handed chardonnay(!) by colleague. Where are the real Scots?! Blue Blazer when I return Q1/12,9/21/11 15:53,0.022758621,0,0,0,0,0,-0.04,0.018235294,0.052941176,0,neutral
& don't forget Fatboy Slim connection  Amy Duff #BPM has roots in AI & funky robotic automation. Thx Phil Gilbert for enlightening me!,9/21/11 19:39,0,0,0,0.033,0,0,-0.035238095,-0.024285714,0.012380952,0.56572,positive
Can't we all agree that this is a Good Thing?,9/21/11 21:02,0,0,0,0,0,0,-0.05625,-0.043333333,0.042916667,0,neutral
Make sure you've got XXLs in the mix!  Tankfarm & Co. Making some rad custom tees 4 Handsome Coffee Roasters. Stay tuned...,9/21/11 21:06,0.02,0,0,0,0.03030303,0.01,-0.058571429,-0.005238095,0.054285714,0.373407,positive
"A good run. RIP REM  Phil Gilbert, Jr. Shared: R.E.M. 'Calls It a Day' After 31 Years and 15 Albums Together",9/21/11 21:07,0.021290323,0,0,0,0,0,-0.084782609,0.01,0.083043478,-0.106065,negative
"Once we fell for Fizbo, Grandma's days were numbered.",9/21/11 21:12,0.0132,0,0,0,0,0,-0.055882353,-0.007647059,0.038823529,0,neutral
"Rod hits trifecta: a tweet, a blog, a money  Rod Favaron Funding for next stage of Spredfast growth in the bank...",9/28/11 19:16,0,0,0,0,0,0,0.057142857,0.021428571,0.003809524,0.802047,positive
Outside Portland. Mt. Hood in the background.,9/29/11 21:22,0.024444444,0,0,0.012222222,0,0,-0.077894737,0.014210526,0.097894737,0,neutral
"The last time I saw anyone playing hacky sack was, um, oh yeah, the LAST time I was in Portland. #portlandia",9/30/11 23:11,0.01137931,0,0,0.01137931,0,0.01137931,-0.151428571,0.006666667,0.102380952,-0.518554,negative
"And by the way, Zupans puts Whole Foods' Beer Alley to shame! #portlandia",9/30/11 23:12,0,0.019411765,0,0,0,0,0.022307692,-0.006923077,0.009230769,-0.662995,negative
Get ready: the Sangre de Toro will blow your mind   Next week it's HCR week at Volta! ... Special cupping + events,9/30/11 23:16,0.04125,0,0,0,0,0,-0.103,0.0205,0.0685,0.529441,positive
I think they just did  Craig Moser words can not describe how happy I am to be done w/ this work week :-),9/30/11 23:16,0,0,0,0,0,0,-0.167272727,-0.027272727,0.073181818,0.347245,positive
